user=User.objects.create_user(',Beck,"','",Beck@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Marquis,"',last_name=’",Beck,'),"user=User.objects.create_user('Beck','Beck@illinois.edu','bicycle00', is_student=True, first_name='Beck', last_name='Marquis')",,Beck,"', last_name='",Marquis,')
user=User.objects.create_user(',Brady,"','",Brady@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Chace,"',last_name=’",Brady,'),"user=User.objects.create_user('Brady','Brady@illinois.edu','bicycle00', is_student=True, first_name='Brady', last_name='Chace')",,Brady,"', last_name='",Chace,')
user=User.objects.create_user(',Avery,"','",Avery@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Tobias,"',last_name=’",Avery,'),"user=User.objects.create_user('Avery','Avery@illinois.edu','bicycle00', is_student=True, first_name='Avery', last_name='Tobias')",,Avery,"', last_name='",Tobias,')
user=User.objects.create_user(',Fitzpatrick,"','",Fitzpatrick@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Kane,"',last_name=’",Fitzpatrick,'),"user=User.objects.create_user('Fitzpatrick','Fitzpatrick@illinois.edu','bicycle00', is_student=True, first_name='Fitzpatrick', last_name='Kane')",,Fitzpatrick,"', last_name='",Kane,')
user=User.objects.create_user(',Gibbs,"','",Gibbs@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Bronson,"',last_name=’",Gibbs,'),"user=User.objects.create_user('Gibbs','Gibbs@illinois.edu','bicycle00', is_student=True, first_name='Gibbs', last_name='Bronson')",,Gibbs,"', last_name='",Bronson,')
user=User.objects.create_user(',White,"','",White@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Calvin,"',last_name=’",White,'),"user=User.objects.create_user('White','White@illinois.edu','bicycle00', is_student=True, first_name='White', last_name='Calvin')",,White,"', last_name='",Calvin,')
user=User.objects.create_user(',Becker,"','",Becker@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Luke,"',last_name=’",Becker,'),"user=User.objects.create_user('Becker','Becker@illinois.edu','bicycle00', is_student=True, first_name='Becker', last_name='Luke')",,Becker,"', last_name='",Luke,')
user=User.objects.create_user(',Watson,"','",Watson@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Jaden,"',last_name=’",Watson,'),"user=User.objects.create_user('Watson','Watson@illinois.edu','bicycle00', is_student=True, first_name='Watson', last_name='Jaden')",,Watson,"', last_name='",Jaden,')
user=User.objects.create_user(',Villarreal,"','",Villarreal@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Alfred,"',last_name=’",Villarreal,'),"user=User.objects.create_user('Villarreal','Villarreal@illinois.edu','bicycle00', is_student=True, first_name='Villarreal', last_name='Alfred')",,Villarreal,"', last_name='",Alfred,')
user=User.objects.create_user(',Beard,"','",Beard@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Kylan,"',last_name=’",Beard,'),"user=User.objects.create_user('Beard','Beard@illinois.edu','bicycle00', is_student=True, first_name='Beard', last_name='Kylan')",,Beard,"', last_name='",Kylan,')
user=User.objects.create_user(',Mckinney,"','",Mckinney@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Greyson,"',last_name=’",Mckinney,'),"user=User.objects.create_user('Mckinney','Mckinney@illinois.edu','bicycle00', is_student=True, first_name='Mckinney', last_name='Greyson')",,Mckinney,"', last_name='",Greyson,')
user=User.objects.create_user(',Russell,"','",Russell@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Leland,"',last_name=’",Russell,'),"user=User.objects.create_user('Russell','Russell@illinois.edu','bicycle00', is_student=True, first_name='Russell', last_name='Leland')",,Russell,"', last_name='",Leland,')
user=User.objects.create_user(',Dawson,"','",Dawson@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Justin,"',last_name=’",Dawson,'),"user=User.objects.create_user('Dawson','Dawson@illinois.edu','bicycle00', is_student=True, first_name='Dawson', last_name='Justin')",,Dawson,"', last_name='",Justin,')
user=User.objects.create_user(',Hayes,"','",Hayes@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Avery,"',last_name=’",Hayes,'),"user=User.objects.create_user('Hayes','Hayes@illinois.edu','bicycle00', is_student=True, first_name='Hayes', last_name='Avery')",,Hayes,"', last_name='",Avery,')
user=User.objects.create_user(',Herring,"','",Herring@illinois.edu,"','",bicycle00,"', is_student=True, first_name='",Kristopher,"',last_name=’",Herring,'),"user=User.objects.create_user('Herring','Herring@illinois.edu','bicycle00', is_student=True, first_name='Herring', last_name='Kristopher')",,Herring,"', last_name='",Kristopher,')
