user=User.objects.create_user(username=’,Beck,"',email=’",Beck@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Marquis,"',last_name=’",Beck,')
user=User.objects.create_user(username=’,Brady,"',email=’",Brady@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Chace,"',last_name=’",Brady,')
user=User.objects.create_user(username=’,Avery,"',email=’",Avery@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Tobias,"',last_name=’",Avery,')
user=User.objects.create_user(username=’,Fitzpatrick,"',email=’",Fitzpatrick@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Kane,"',last_name=’",Fitzpatrick,')
user=User.objects.create_user(username=’,Gibbs,"',email=’",Gibbs@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Bronson,"',last_name=’",Gibbs,')
user=User.objects.create_user(username=’,White,"',email=’",White@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Calvin,"',last_name=’",White,')
user=User.objects.create_user(username=’,Becker,"',email=’",Becker@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Luke,"',last_name=’",Becker,')
user=User.objects.create_user(username=’,Watson,"',email=’",Watson@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Jaden,"',last_name=’",Watson,')
user=User.objects.create_user(username=’,Villarreal,"',email=’",Villarreal@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Alfred,"',last_name=’",Villarreal,')
user=User.objects.create_user(username=’,Beard,"',email=’",Beard@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Kylan,"',last_name=’",Beard,')
user=User.objects.create_user(username=’,Mckinney,"',email=’",Mckinney@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Greyson,"',last_name=’",Mckinney,')
user=User.objects.create_user(username=’,Russell,"',email=’",Russell@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Leland,"',last_name=’",Russell,')
user=User.objects.create_user(username=’,Dawson,"',email=’",Dawson@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Justin,"',last_name=’",Dawson,')
user=User.objects.create_user(username=’,Hayes,"',email=’",Hayes@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Avery,"',last_name=’",Hayes,')
user=User.objects.create_user(username=’,Herring,"',email=’",Herring@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Kristopher,"',last_name=’",Herring,')
user=User.objects.create_user(username=’,Riggs,"',email=’",Riggs@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Jacob,"',last_name=’",Riggs,')
user=User.objects.create_user(username=’,Ali,"',email=’",Ali@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Deshawn,"',last_name=’",Ali,')
user=User.objects.create_user(username=’,Sullivan,"',email=’",Sullivan@illinois.edu,"',password=’",bicycle00,"', is_student=True, first_name=’",Abel,"',last_name=’",Sullivan,')
